episode,score,best_score
1,63.674914517677095,63.674914517677095
2,45.03303475704577,63.674914517677095
3,129.4587153445437,129.4587153445437
4,54.33131172801217,129.4587153445437
5,36.11064755655151,129.4587153445437
6,44.85617421842666,129.4587153445437
7,73.21249467459197,129.4587153445437
8,45.30392916685386,129.4587153445437
9,64.05400100467642,129.4587153445437
10,36.28800678464766,129.4587153445437
11,63.60178234021244,129.4587153445437
12,54.29867254604409,129.4587153445437
13,35.85963671559158,129.4587153445437
14,54.70296290498218,129.4587153445437
15,63.66066529991168,129.4587153445437
16,44.98617132506759,129.4587153445437
17,45.401866336097385,129.4587153445437
18,54.23264893601269,129.4587153445437
19,45.27486966338983,129.4587153445437
20,45.35828239212714,129.4587153445437
21,73.11404269915357,129.4587153445437
22,54.64713202643708,129.4587153445437
23,54.42072413595112,129.4587153445437
24,54.72444446422092,129.4587153445437
25,54.85767145531016,129.4587153445437
26,54.515051578827524,129.4587153445437
27,54.44085245108992,129.4587153445437
28,45.312927970139015,129.4587153445437
29,44.86315520477022,129.4587153445437
30,35.61978020141384,129.4587153445437
31,54.233494626740246,129.4587153445437
32,36.140853404899026,129.4587153445437
33,72.7792855826358,129.4587153445437
34,63.90955412521746,129.4587153445437
35,45.003585015703635,129.4587153445437
36,45.278495639183404,129.4587153445437
37,82.22295216190503,129.4587153445437
38,82.82254454611498,129.4587153445437
39,35.91404634866232,129.4587153445437
40,45.382254469992965,129.4587153445437
41,73.21777621560031,129.4587153445437
42,45.15207490160819,129.4587153445437
43,64.021530537516,129.4587153445437
44,63.69691449303494,129.4587153445437
45,45.09891160264111,129.4587153445437
46,100.66897798001078,129.4587153445437
47,36.13104634201852,129.4587153445437
48,54.62463839509747,129.4587153445437
49,63.54779486449728,129.4587153445437
50,54.36044250409819,129.4587153445437
51,35.799075126851676,129.4587153445437
52,54.22733790559154,129.4587153445437
53,35.90148400584168,129.4587153445437
54,101.61164264322127,129.4587153445437
55,35.95356941077714,129.4587153445437
56,54.48462453756727,129.4587153445437
57,82.41826276184901,129.4587153445437
58,35.974889897788266,129.4587153445437
59,35.45213645797021,129.4587153445437
60,45.549058830252385,129.4587153445437
61,45.24861349401877,129.4587153445437
62,36.00904982323944,129.4587153445437
63,35.72686839373866,129.4587153445437
64,35.99461797538627,129.4587153445437
65,35.998102180672184,129.4587153445437
66,36.156831159596834,129.4587153445437
67,35.780395987632986,129.4587153445437
68,35.25010917595808,129.4587153445437
69,35.77013544600189,129.4587153445437
70,35.46257533160333,129.4587153445437
71,35.508280415012244,129.4587153445437
72,35.78483490392748,129.4587153445437
73,35.610069535339214,129.4587153445437
74,35.28583558932499,129.4587153445437
75,35.411836329408125,129.4587153445437
76,35.59361265147288,129.4587153445437
77,35.75299005235314,129.4587153445437
78,35.955857764584906,129.4587153445437
79,26.917662817170083,129.4587153445437
80,35.58085942260695,129.4587153445437
81,35.57985068346852,129.4587153445437
82,35.52105761376829,129.4587153445437
83,35.70931539899102,129.4587153445437
84,35.83519882835577,129.4587153445437
85,26.90934077725312,129.4587153445437
86,35.27055178320299,129.4587153445437
87,35.36279772780504,129.4587153445437
88,35.29638828815798,129.4587153445437
89,26.936296065899334,129.4587153445437
90,26.881803162395098,129.4587153445437
91,35.444901696670556,129.4587153445437
92,26.868112014815985,129.4587153445437
93,35.65106053934537,129.4587153445437
94,35.67350838239034,129.4587153445437
95,27.024320791060983,129.4587153445437
96,35.30418436161202,129.4587153445437
97,35.609334326237445,129.4587153445437
98,26.93876920216431,129.4587153445437
99,26.98985874094759,129.4587153445437
100,35.5818256030481,129.4587153445437
101,35.56471374186813,129.4587153445437
102,35.592251921107646,129.4587153445437
103,35.34098632627189,129.4587153445437
104,35.34065564128254,129.4587153445437
105,35.47518962815017,129.4587153445437
106,26.892223927007386,129.4587153445437
107,35.26151491743696,129.4587153445437
108,35.34608487421231,129.4587153445437
109,35.286455853416214,129.4587153445437
110,35.55907801172454,129.4587153445437
111,35.49637736946877,129.4587153445437
112,27.020169054630394,129.4587153445437
113,35.42001326749746,129.4587153445437
114,26.975862912808953,129.4587153445437
115,35.29039567547656,129.4587153445437
116,35.620408391071365,129.4587153445437
117,35.45487061649611,129.4587153445437
118,26.867627623156316,129.4587153445437
119,35.245501585727936,129.4587153445437
120,26.95731293577354,129.4587153445437
121,26.904143728921596,129.4587153445437
122,35.39231513023712,129.4587153445437
123,26.93373646444345,129.4587153445437
124,26.95032344305927,129.4587153445437
125,35.56703578184825,129.4587153445437
126,35.4393726426863,129.4587153445437
127,35.45097582774289,129.4587153445437
128,35.52917612421115,129.4587153445437
129,35.31399345389697,129.4587153445437
130,35.53261564927359,129.4587153445437
131,26.846323605605278,129.4587153445437
132,35.557261556011994,129.4587153445437
133,35.76009031583349,129.4587153445437
134,26.90774558838131,129.4587153445437
135,35.423552108123914,129.4587153445437
136,35.48519937910635,129.4587153445437
137,35.389751809251415,129.4587153445437
138,45.0354247756345,129.4587153445437
139,36.00223265235858,129.4587153445437
140,35.66385832860138,129.4587153445437
141,35.69734957261131,129.4587153445437
142,35.899407786413185,129.4587153445437
143,26.93941316233515,129.4587153445437
144,26.984819740348414,129.4587153445437
145,35.9878818119267,129.4587153445437
146,35.58368736014384,129.4587153445437
147,36.02887747974761,129.4587153445437
148,35.534746765767984,129.4587153445437
149,35.60258422209155,129.4587153445437
150,26.95520289038607,129.4587153445437
151,35.599007557737096,129.4587153445437
152,36.30597806004826,129.4587153445437
153,35.74835814994099,129.4587153445437
154,35.57211801489897,129.4587153445437
155,35.53430824352412,129.4587153445437
156,35.61157662025967,129.4587153445437
157,35.73784863260452,129.4587153445437
158,35.81526711979889,129.4587153445437
159,35.6105417682326,129.4587153445437
160,45.21347886232459,129.4587153445437
161,35.65716500601879,129.4587153445437
162,36.043143074035655,129.4587153445437
163,44.77241180823832,129.4587153445437
164,35.744473168852494,129.4587153445437
165,44.98685854021362,129.4587153445437
166,45.04788880532345,129.4587153445437
167,54.41627687053616,129.4587153445437
168,44.670552728687944,129.4587153445437
169,54.19407483546538,129.4587153445437
170,63.55955268708513,129.4587153445437
171,54.31130550785749,129.4587153445437
172,54.08778984020824,129.4587153445437
173,63.77446791397205,129.4587153445437
174,54.643920109275,129.4587153445437
175,54.455726129570216,129.4587153445437
176,54.530785089037444,129.4587153445437
177,54.61137673050242,129.4587153445437
178,54.458791927902965,129.4587153445437
179,63.59330312159737,129.4587153445437
180,54.28774920356382,129.4587153445437
181,72.78296465055774,129.4587153445437
182,62.63594503013675,129.4587153445437
