episode,score,best_score
1,35.53701425588436,35.53701425588436
2,35.081442269213156,35.53701425588436
3,26.059405850739747,35.53701425588436
4,34.8543271848352,35.53701425588436
5,62.868824150092266,62.868824150092266
6,44.192769015423046,62.868824150092266
7,25.67828001011878,62.868824150092266
8,44.308351103764586,62.868824150092266
9,26.05162497665737,62.868824150092266
10,26.158111926114426,62.868824150092266
11,63.29593543260085,63.29593543260085
12,35.38184628461345,63.29593543260085
13,26.104881260815297,63.29593543260085
14,44.662651572387084,63.29593543260085
15,25.502697706227927,63.29593543260085
16,44.88820178364039,63.29593543260085
17,44.63070111322291,63.29593543260085
18,26.001846520029357,63.29593543260085
19,53.5979108316104,63.29593543260085
20,44.42515647871702,63.29593543260085
21,35.32640138587267,63.29593543260085
22,35.39321604021692,63.29593543260085
23,35.40166547675265,63.29593543260085
24,72.0429988899582,72.0429988899582
25,25.883724534450366,72.0429988899582
26,26.00666137439193,72.0429988899582
27,44.40189939040746,72.0429988899582
28,72.83315267591976,72.83315267591976
29,44.72462654605791,72.83315267591976
30,44.95906416319732,72.83315267591976
31,44.48631812956181,72.83315267591976
32,25.972187923454246,72.83315267591976
33,54.0648591819008,72.83315267591976
34,44.777274990510634,72.83315267591976
35,44.45599813086703,72.83315267591976
36,54.0047711685176,72.83315267591976
37,72.15949275293985,72.83315267591976
38,25.540597476979777,72.83315267591976
39,35.20538166394366,72.83315267591976
40,44.25116882618138,72.83315267591976
41,82.16182280526175,82.16182280526175
42,71.96655820799268,82.16182280526175
43,25.87030360665875,82.16182280526175
44,26.002692368364425,82.16182280526175
45,25.616494842118392,82.16182280526175
46,35.096918605259475,82.16182280526175
47,26.025656169786878,82.16182280526175
48,25.205689619281422,82.16182280526175
49,35.08802061776382,82.16182280526175
50,25.928847315225347,82.16182280526175
51,17.016745155826772,82.16182280526175
52,25.767556997238955,82.16182280526175
53,25.51884694745545,82.16182280526175
54,25.687887467362206,82.16182280526175
55,25.465266469645996,82.16182280526175
56,25.508134823678276,82.16182280526175
57,25.798334028389288,82.16182280526175
58,25.832067617075644,82.16182280526175
59,25.3281563691516,82.16182280526175
60,25.501184562533883,82.16182280526175
61,25.29673531688268,82.16182280526175
62,25.446623077697318,82.16182280526175
63,25.313297055228787,82.16182280526175
64,16.911455840391042,82.16182280526175
65,16.847006508038298,82.16182280526175
66,16.986719104263457,82.16182280526175
67,25.47018994496979,82.16182280526175
68,25.24241260495995,82.16182280526175
69,26.022996690253294,82.16182280526175
70,16.96468406286328,82.16182280526175
71,25.416983017846608,82.16182280526175
72,17.008458160109537,82.16182280526175
73,16.99917091574928,82.16182280526175
74,16.952319287772877,82.16182280526175
75,16.763795713455806,82.16182280526175
76,26.102321936912094,82.16182280526175
77,25.32955535395056,82.16182280526175
78,25.73951891130545,82.16182280526175
79,16.79460512925494,82.16182280526175
80,25.545585909568306,82.16182280526175
81,25.454867136256834,82.16182280526175
82,25.722535093295157,82.16182280526175
83,25.468645066906443,82.16182280526175
84,25.528480664213028,82.16182280526175
85,25.451645460614102,82.16182280526175
86,26.02254030640475,82.16182280526175
87,25.64977906245383,82.16182280526175
88,16.965467869386682,82.16182280526175
89,25.350619861058412,82.16182280526175
90,25.622720651342703,82.16182280526175
91,25.354271477999383,82.16182280526175
92,25.88775026360692,82.16182280526175
93,25.6175209605529,82.16182280526175
94,25.25639520091582,82.16182280526175
95,25.675828162052404,82.16182280526175
96,25.8631767265455,82.16182280526175
97,26.310361584037373,82.16182280526175
98,25.55459368905746,82.16182280526175
99,25.704844094223546,82.16182280526175
100,25.76101727191756,82.16182280526175
101,25.86639893850968,82.16182280526175
102,25.723455563575357,82.16182280526175
103,26.165191396504426,82.16182280526175
104,25.791382592895026,82.16182280526175
105,25.70137707368095,82.16182280526175
106,25.758691781930327,82.16182280526175
107,26.121935491224782,82.16182280526175
108,16.87044241045626,82.16182280526175
109,25.951227676291605,82.16182280526175
110,25.403808200495767,82.16182280526175
111,16.925287772231304,82.16182280526175
112,35.25402754560361,82.16182280526175
113,26.33933861370544,82.16182280526175
114,26.04330609501601,82.16182280526175
115,25.68688218692102,82.16182280526175
116,35.31765335750114,82.16182280526175
117,25.864565999325418,82.16182280526175
118,44.01043317294263,82.16182280526175
119,35.25452835363504,82.16182280526175
120,44.117120159701415,82.16182280526175
121,53.65473587855527,82.16182280526175
122,53.85045952041915,82.16182280526175
123,61.320070048879586,82.16182280526175
124,25.418880384075027,82.16182280526175
125,35.533172091361735,82.16182280526175
126,34.7910047831393,82.16182280526175
